_time,bits_transferred
1118182200,7226.637605667114
1118182500,6987.273416519165
1118182800,6923.464617729187
1118183100,7151.743769645691
1118183400,7181.878843307495
1118183700,6727.361265182495
1118184000,6803.960654258728
1118184300,6753.873408317566
1118184600,6631.532513618469
1118184900,6698.217987060547
1118185200,6446.743144035339
1118185500,6227.618362426758
1118185800,6148.438889503479
1118186100,6037.24919128418
1118186400,6038.364817619324
1118186700,5934.97390460968
1118187000,5915.520100593567
1118187300,5640.770688056946
1118187600,5643.3246393203735
1118187900,5646.932262420654
1118188200,5379.199107170105
1118188500,5141.43675327301
1118188800,5101.90141105652
1118189100,5060.989153862
1118189400,4696.139157295227
1118189700,4644.527911186218
1118190000,4817.856086730957
1118190300,4707.6204051971445
1118190600,4454.3428144454965
1118190900,4135.740178108214
1118191200,4115.607809066773
1118191500,4038.059801101685
1118191800,4199.453845977783
1118192100,4096.637919425963
1118192400,3965.6754789352417
1118192700,3809.706955909729
1118193000,3796.936131477356
1118193300,3913.111004829407
1118193600,3997.101641654968
1118193900,3917.373651504517
1118194200,3767.123278617859
1118194500,3704.20011138916
1118194800,3916.0421466827393
1118195100,3693.59480381012
1118195400,3802.844407081604
1118195700,3598.135734558105
1118196000,3784.053482055664
1118196300,3593.837199211121
1118196600,3361.633053779602
1118196900,3369.946311950684
1118197200,3443.798590660095
1118197500,3546.444804191589
1118197800,3454.799295425415
1118198100,3480.067670822144
1118198400,3646.900629997253
1118198700,3626.616971969605
1118199000,3552.261566162109
1118199300,3489.340174674988
1118199600,3465.76651096344
1118199900,3457.319190979004
1118200200,3500.615375518799
1118200500,3403.666108131409
1118200800,3532.507953643799
1118201100,3434.1426677703857
1118201400,3376.492310523987
1118201700,3366.6003818511963
1118202000,3420.109474182129
1118202300,3414.161791801453
1118202600,3355.2969608306885
1118202900,3329.1904430389404
1118203200,3121.9813499450684
1118203500,3070.843523979187
1118203800,3117.492247581482
1118204100,3018.746160507202
1118204400,3053.035080909729
1118204700,3021.6700115203857
1118205000,2896.0261459350586
1118205300,2860.818566322327
1118205600,2796.144037246704
1118205900,2921.587176322937
1118206200,2741.647578239441
1118206500,2629.2494688034053
1118206800,2618.843976974488
1118207100,2585.337097167969
1118207400,2563.2628870010376
1118207700,2623.4419260025024
1118208000,2531.630704879761
1118208300,2527.03745174408
1118208600,2442.8578395843506
1118208900,2500.7558183670044
1118209200,2450.306173324585
1118209500,2766.391198158264
1118209800,2253.170860290528
1118210100,2230.178780555725
1118210400,2237.614587783813
1118210700,2370.1436977386475
1118211000,2273.2839946746826
1118211300,2243.5544576644893
1118211600,2325.533655166626
1118211900,2276.752652168274
1118212200,2037.4365034103396
1118212500,2007.5890045166016
1118212800,2010.8375024795523
1118213100,2252.404235839844
1118213400,2045.993661880493
1118213700,2113.7554388046265
1118214000,2103.7901754379272
1118214300,2027.3924036026
1118214600,2276.206880569458
1118214900,2138.931224822998
1118215200,2055.1019706726074
1118215500,2008.9632139205933
1118215800,1954.0146265029907
1118216100,1976.826418876648
1118216400,2047.294095039368
1118216700,1810.0856132507324
1118217000,1722.1776361465454
1118217300,1760.9682941436768
1118217600,1735.6172046661377
1118217900,1654.053198814392
1118218200,1702.7216300964355
1118218500,1653.299561500549
1118218800,1615.8905601501465
1118219100,1622.4752311706543
1118219400,1642.3796701431274
1118219700,1627.3596076965332
1118220000,1922.2116622924805
1118220300,1712.3931188583374
1118220600,1697.7874813079834
1118220900,1594.4783630371094
1118221200,1601.2241191864014
1118221500,1591.578543663025
1118221800,1647.973387718201
1118222100,1643.3517265319824
1118222400,1562.0214672088623
1118222700,1521.4575281143188
1118223000,1542.5459814071655
1118223300,1553.7222414016724
1118223600,1759.826807975769
1118223900,1572.925609588623
1118224200,1475.5892791748047
1118224500,1429.950466156006
1118224800,1391.714077949524
1118225100,1380.8719120025637
1118225400,1524.955732345581
1118225700,1483.3354568481443
1118226000,1646.6768379211426
1118226300,1488.3009843826294
1118226600,1418.6399583816528
1118226900,1437.0306587219238
1118227200,1730.53608417511
1118227500,1597.4974660873413
1118227800,1573.3009595870972
1118228100,1531.0400648117063
1118228400,1555.8834447860718
1118228700,1710.998454093933
1118229000,1968.9982700347896
1118229300,1721.916792869568
1118229600,1563.1134719848633
1118229900,1597.566481590271
1118230200,1703.265549659729
1118230500,2206.5676012039185
1118230800,2606.650922775269
1118231100,1906.487000465393
1118231400,1822.7156372070312
1118231700,1764.9886770248413
1118232000,1758.9026536941528
1118232300,1804.2572784423828
1118232600,1975.7682332992556
1118232900,1828.4720153808596
1118233200,1831.2851285934448
1118233500,1934.937156677246
1118233800,2091.0620126724248
1118234100,2434.8180837631226
1118234400,2436.6078233718868
1118234700,2280.8334789276128
1118235000,2341.6810998916626
1118235300,2353.6779489517207
1118235600,2528.007705688477
1118235900,2652.404218673706
1118236200,2716.387026786804
1118236500,2796.1056566238403
1118236800,2834.171980857849
1118237100,3042.13445186615
1118237400,3292.2883501052856
1118237700,4010.926635742188
1118238000,4067.230008125305
1118238300,3958.954655647278
1118238600,4190.1460275650015
1118238900,4328.6261768341055
1118239200,4950.214057922363
1118239500,4889.023756980896
1118239800,5012.641228675842
1118240100,5554.942959785461
1118240400,5716.339591026306
1118240700,5689.010922431946
1118241000,5706.320970535278
1118241300,5849.925441741943
1118241600,6067.9574518203735
1118241900,5865.449718475342
1118242200,5800.997168540955
1118242500,5714.170928955078
1118242800,5984.752192497253
1118243100,5885.863305091858
1118243400,6224.0281457901
1118243700,6301.069237709045
1118244000,6306.8880443573
1118244300,6265.047057151794
1118244600,6429.748490333557
1118244900,6440.751720428467
1118245200,6539.813386917114
1118245500,6746.540830612183
1118245800,6782.411747932434
1118246100,6907.527496337891
1118246400,6979.141146659851
1118246700,6874.879252433777
1118247000,7148.067014694214
1118247300,7198.102582931519
1118247600,7601.241926193237
1118247900,7427.050217628479
1118248200,7329.666239738464
1118248500,7334.113266944885
1118248800,7809.15335559845
1118249100,7566.734264373779
1118249400,7506.245108604431
1118249700,7768.82568359375
1118250000,7801.563669204712
1118250300,7984.737657546997
1118250600,8074.1953802108765
1118250900,8046.7547245025635
1118251200,7979.974528312683
1118251500,7823.268854141235
1118251800,7652.636122703552
1118252100,7416.828783988953
1118252400,7395.172559738159
1118252700,7256.98454284668
1118253000,7469.181041717529
1118253300,7491.590374946594
1118253600,7482.286249160767
1118253900,7315.286376953125
1118254200,7206.069137573242
1118254500,7074.434902191162
1118254800,7180.375432968141
1118255100,7530.304616928101
1118255400,7145.941947937012
1118255700,7103.934466362
1118256000,7041.084669113159
1118256300,7285.601427078247
1118256600,7104.574366569519
1118256900,7250.504076004028
1118257200,7429.297941207886
1118257500,7328.663258552551
1118257800,7247.966442108154
1118258100,7224.570150375366
1118258400,7152.983708381653
1118258700,7270.614016532898
1118259000,7235.693430900574
1118259300,6873.68101978302
1118259600,7335.214249610901
1118259900,7222.041045188904
1118260200,7455.277158737183
1118260500,7286.007745742798
1118260800,7061.955637931824
1118261100,7228.209282875061
1118261400,7283.156858444214
1118261700,7327.092335700989
1118262000,7307.073172569275
1118262300,7512.873892784119
1118262600,7221.487296104431
1118262900,7388.685632705688
1118263200,7428.156508445741
1118263500,7334.556859016418
1118263800,7199.309757232666
1118264100,7172.406181335449
1118264400,7390.527263641357
1118264700,7315.817238807678
1118265000,7749.105981826782
1118265300,7901.354572296143
1118265600,7311.291884422302
1118265900,7137.420282363892
1118266200,6962.237520217896
1118266500,7016.94797039032
1118266800,7016.657409667969
1118267100,6870.153316497803
1118267400,7275.948082923889
1118267700,6798.246236801148
1118268000,6867.286252975464
1118268300,6844.169723510742
1118268600,6742.313985824585
1118268900,6617.980431556702
1118269200,6411.028081893921
1118269500,6255.800410270691
1118269800,6098.034957885742
1118270100,6094.58593082428
1118270400,6031.2217082977295
1118270700,5921.784552574158
1118271000,5880.059708595276
1118271300,5944.068284034729
1118271600,5940.028519630432
1118271900,5635.244583129883
1118272200,5344.941909790039
1118272500,5271.447165489197
1118272800,5121.4778604507455
1118273100,5112.266231536865
1118273400,4734.376938819885
1118273700,4713.114924430847
1118274000,4485.211361885071
1118274300,4464.189070701599
1118274600,4533.918876647949
1118274900,4238.513377189636
1118275200,4499.788456916809
1118275500,5332.396311759949
1118275800,4694.160641670227
1118276100,4689.29283618927
1118276400,4565.886343002318
1118276700,4523.7417879104605
1118277000,4487.117111206056
1118277300,4421.999756813048
1118277600,4326.807301521301
1118277900,4019.056240081787
1118278200,4029.670162200928
1118278500,4047.821054458618
1118278800,4050.429663658142
1118279100,3989.5761547088623
1118279400,4030.1827363967896
1118279700,3944.8336353302
1118280000,3838.954811096192
1118280300,3981.5711975097656
1118280600,3964.558473587036
1118280900,3954.9532794952393
1118281200,3998.558806419373
1118281500,3978.127270698547
1118281800,4170.455952644348
1118282100,3820.156144142151
1118282400,3897.305438995361
1118282700,3806.178579330444
1118283000,3682.597836494446
1118283300,3687.683222770691
1118283600,3772.217779159546
1118283900,3869.469174385071
1118284200,3865.401739120483
1118284500,3787.835618019104
1118284800,3743.40372467041
1118285100,3555.290287971497
1118285400,3561.428565979004
1118285700,3474.559684753418
1118286000,3469.7018547058105
1118286300,3409.7999601364136
1118286600,3373.7234687805176
1118286900,3373.488693237305
1118287200,3274.6864318847656
1118287500,3209.168125152588
1118287800,3216.748871803284
1118288100,3333.685340881348
1118288400,3098.463087081909
1118288700,3229.7235069274902
1118289000,3207.77108001709
1118289300,3033.173089027405
1118289600,3232.418388366699
1118289900,2967.34027671814
1118290200,2822.7719774246216
1118290500,2683.4650888443
1118290800,2671.1836853027344
1118291100,2630.629922866821
1118291400,2780.540753364563
1118291700,2522.750789642334
1118292000,2374.8168535232544
1118292300,2353.2998046875
1118292600,2420.425618171692
1118292900,2490.892087936401
1118293200,2792.130640029907
1118293500,2424.7712545394893
1118293800,2308.548541069031
1118294100,2250.9101724624634
1118294400,2192.394868850708
1118294700,2141.609601020813
1118295000,2197.919496536255
1118295300,2130.7490577697754
1118295600,2070.454272270202
1118295900,2083.584345817566
1118296200,2044.7413215637207
1118296500,2172.8982734680176
1118296800,2267.116870880127
1118297100,2046.8639526367188
1118297400,2032.88094997406
1118297700,1970.8186206817627
1118298000,2161.765912055969
1118298300,2254.9427995681767
1118298600,2192.895429611206
1118298900,2022.843725204468
1118299200,1664.062574386597
1118299500,1677.404049873352
1118299800,1662.745922088623
1118300100,1828.59239768982
1118300400,1802.871911048889
1118300700,1767.0664405822754
1118301000,1772.8311986923218
1118301300,1738.083134651184
1118301600,1733.927978515625
1118301900,1817.75195980072
1118302200,1844.3748178482056
1118302500,1710.5618228912354
1118302800,1607.9748764038086
1118303100,1633.0535945892334
1118303400,1668.7324724197388
1118303700,1782.24627494812
1118304000,1621.1556568145752
1118304300,1641.2834959030151
1118304600,1637.4968690872192
1118304900,1661.7860136032104
1118305200,1586.517071723938
1118305500,1694.5993928909302
1118305800,1643.4594640731812
1118306100,1583.7622537612915
1118306400,1522.759540557861
1118306700,1547.0495586395264
1118307000,1579.794359207153
1118307300,1682.3096837997437
1118307600,1595.7062225341797
1118307900,1558.6515712738037
1118308200,1598.6796293258667
1118308500,1495.422472000122
1118308800,1524.4225034713745
1118309100,1668.6083536148071
1118309400,1574.997405052185
1118309700,1526.1691827774048
1118310000,1526.8266735076904
1118310300,1524.811453819275
1118310600,1514.334719657898
1118310900,1733.9933395385742
1118311200,1574.004382133484
1118311500,1542.5888166427612
1118311800,1621.9068899154663
1118312100,1555.6840982437134
1118312400,1587.3028764724731
1118312700,1670.787488937378
1118313000,1482.9238033294678
1118313300,1422.2714519500732
1118313600,1444.261064529419
1118313900,1491.326720237732
1118314200,1510.604835510254
1118314500,1777.5515394210815
1118314800,1473.7672996520996
1118315100,1487.9349327087402
1118315400,1474.9714918136594
1118315700,1515.1829385757446
1118316000,1620.3206071853638
1118316300,1640.5883893966677
1118316600,1776.9388332366946
1118316900,1669.7940216064453
1118317200,1743.6388387680054
1118317500,1758.245725631714
1118317800,2007.9379920959475
1118318100,2192.320286750793
1118318400,2190.63973236084
1118318700,2324.56436252594
1118319000,2319.463409423828
1118319300,2409.594344139099
1118319600,2557.902190208435
1118319900,2664.235800743103
1118320200,2749.307920455933
1118320500,2777.257380485535
1118320800,2939.566843032837
1118321100,3133.8869972229004
1118321400,3485.4422912597656
1118321700,3793.7861948013306
1118322000,3898.510032653809
1118322300,3878.276967048645
1118322600,3935.6775979995728
1118322900,4096.609872817993
1118323200,4342.825227737427
1118323500,4452.324136734009
1118323800,4742.795090675354
1118324100,4809.166316986084
1118324400,4895.747663497925
1118324700,5214.610994338989
1118325000,5664.709084510803
1118325300,5760.806440353394
1118325600,5999.35270690918
1118325900,6354.330509185791
1118326200,6380.8299036026
1118326500,6184.482566833496
1118326800,6064.663318634033
1118327100,6485.636456489563
1118327400,6360.020014762878
1118327700,6004.285563468933
1118328000,6100.149983406067
1118328300,6307.082591056824
1118328600,6602.61710357666
1118328900,6685.86212348938
1118329200,6952.180877685547
1118329500,6954.764212608337
1118329800,6723.26452922821
1118330100,6620.468571662903
1118330400,6784.950947761536
1118330700,6836.568613052368
1118331000,7128.97473526001
1118331300,7447.489168167114
1118331600,7702.865765571594
1118331900,7209.650541305542
1118332200,7824.637218475342
1118332500,7384.266604423523
1118332800,7300.392353057861
1118333100,7363.853644371033
1118333400,7219.078227043152
1118333700,7139.264507293701
1118334000,7373.541815757751
1118334300,7436.65057182312
1118334600,7717.162220954895
1118334900,7193.425540924072
1118335200,7415.182258605957
1118335500,7615.914621353149
1118335800,7365.126364707947
1118336100,7267.884749412537
1118336400,7153.855192184448
1118336700,7182.475095748901
1118337000,7208.91571521759
1118337300,7201.170464515686
1118337600,7228.9801597595215
1118337900,7150.399444580078
1118338200,7292.160407066345
1118338500,7122.628790855408
1118338800,7110.789746284485
1118339100,6877.556990623474
1118339400,7100.846232414246
1118339700,7145.162965774536
1118340000,7281.655007362366
1118340300,7312.903173446655
1118340600,7036.026282310486
1118340900,7327.418789863586
1118341200,7293.129733085632
1118341500,7448.806655883789
1118341800,7710.272958755493
1118342100,7312.760085105896
1118342400,7377.607914924622
1118342700,7584.750603675842
1118343000,7583.874444961548
1118343300,7637.342136383057
1118343600,7439.482110023498
1118343900,7194.933218955994
1118344200,7271.567571640015
1118344500,7659.154688835144
1118344800,7430.954590797424
1118345100,7499.887555122375
1118345400,7694.39045715332
1118345700,7573.76921081543
1118346000,7598.233743667602
1118346300,7502.86909198761
1118346600,7390.259552955627
1118346900,7237.791307449341
1118347200,7188.53803730011
1118347500,7240.163030624391
1118347800,7154.223462104797
1118348100,7216.122844696045
1118348400,7823.060509681702
1118348700,7864.414137840271
1118349000,7343.109162330627
1118349300,7397.74626159668
1118349600,7088.525970458984
1118349900,7236.446954727173
1118350200,6935.299401283264
1118350500,7026.706594467163
1118350800,7109.748672485352
1118351100,7235.400661468506
1118351400,6983.584497451782
1118351700,6979.016431808472
1118352000,7149.445755004883
1118352300,6789.603850364685
1118352600,6409.368357658386
1118352900,6459.485110282898
1118353200,6547.856492996216
1118353500,6383.23814201355
1118353800,6444.281063079834
1118354100,6568.275469779968
1118354400,6425.434331893921
1118354700,6092.533109664917
1118355000,6139.372501373291
1118355300,5727.850712776184
1118355600,5635.946543693543
1118355900,5757.493143081665
1118356200,5674.022142410278
1118356500,5532.019456863403
1118356800,5478.667304992676
1118357100,5132.605414390564
1118357400,5028.683979034424
1118357700,4875.648323059082
1118358000,4733.536474227905
1118358300,4688.3371238708505
1118358600,4532.471078872682
1118358900,4463.026714324951
1118359200,4473.080202102661
1118359500,4295.799957275392
1118359800,4256.532253265381
1118360100,4046.531367301941
1118360400,3994.572548866272
1118360700,3843.250273704529
1118361000,3867.1277751922607
1118361300,3852.18896484375
1118361600,3847.907670021057
1118361900,3822.776582717896
1118362200,3845.999603271485
1118362500,3756.385601043701
1118362800,3601.951476097107
1118363100,3589.5792894363403
1118363400,3591.326321601868
1118363700,3693.905188560486
1118364000,3870.014088630676
1118364300,3759.395858764648
1118364600,3671.288649559021
1118364900,3567.055594444275
1118365200,3478.507089614868
1118365500,3555.434178352356
1118365800,3674.230891227722
1118366100,3640.9868564605713
1118366400,3611.083498954773
1118366700,3514.476378440857
1118367000,3505.861125946045
1118367300,3462.431010246277
1118367600,3582.270067214966
1118367900,3545.003490447998
1118368200,3546.0245599746704
1118368500,3623.431060791016
1118368800,3577.2017574310303
1118369100,3578.4979038238525
1118369400,3767.268823623657
1118369700,3644.2637367248535
1118370000,3501.540620803833
1118370300,3534.340190887451
1118370600,3468.25939655304
1118370900,3381.4602031707764
1118371200,3310.125925064087
1118371500,3170.2130460739136
1118371800,3138.567496299744
1118372100,3343.705801963806
1118372400,3138.6461782455444
1118372700,3012.855927467346
1118373000,3036.353946685791
1118373300,3021.138189315796
1118373600,2894.85795879364
1118373900,2805.87513923645
1118374200,2796.213340759277
1118374500,2897.176263809204
1118374800,2808.5868186950684
1118375100,2655.040185928345
1118375400,2649.017107963562
1118375700,2612.5199375152592
1118376000,2569.65721988678
1118376300,2559.74359703064
1118376600,2525.6399402618413
1118376900,2399.3667087554927
1118377200,2336.966102600097
1118377500,2307.973751068115
1118377800,2207.598578453064
1118378100,2260.070272445679
1118378400,2305.4917039871216
1118378700,2186.725896835327
1118379000,2251.1385259628296
1118379300,2240.0274925231934
1118379600,2118.436226844788
1118379900,2285.8291149139404
1118380200,2172.375740051269
1118380500,2109.299656867981
1118380800,2107.65478515625
1118381100,2036.4540615081787
1118381400,1954.79718875885
1118381700,2035.9946146011357
1118382000,1992.8367338180544
1118382300,1944.9854516983032
1118382600,1968.700852394104
1118382900,2042.3377618789675
1118383200,1930.4087686538696
1118383500,2153.5726051330566
1118383800,1970.3099355697632
1118384100,1892.707060813904
1118384400,1788.550049781799
1118384700,1801.458622932434
1118385000,1620.2753009796145
1118385300,1648.1874465942385
1118385600,1640.1464471817014
1118385900,1585.1244897842407
1118386200,1522.1718854904177
1118386500,1501.0256662368774
1118386800,1512.316951751709
1118387100,1589.926006317139
1118387400,1526.3990268707275
1118387700,1557.7214031219482
1118388000,1448.6458473205566
1118388300,1446.289305686951
1118388600,1467.0456428527832
1118388900,1491.6318435668943
1118389200,1441.325082778931
1118389500,1430.7160339355469
1118389800,1453.5639429092407
1118390100,1384.5984048843384
1118390400,1439.5066118240356
1118390700,1496.31325340271
1118391000,1405.205044746399
1118391300,1343.617432594299
1118391600,1348.266240119934
1118391900,1397.806628227234
1118392200,1463.416735649109
1118392500,1406.1111660003662
1118392800,1377.575782775879
1118393100,1392.4583187103271
1118393400,1371.1903944015503
1118393700,1323.105941772461
1118394000,1492.826090812683
1118394300,1487.605456352234
1118394600,1390.0508699417114
1118394900,1372.402328491211
1118395200,1377.2713527679446
1118395500,1278.4252490997314
1118395800,1350.1678619384766
1118396100,1374.2381343841553
1118396400,1431.3377695083618
1118396700,1394.870527267456
1118397000,1567.943091392517
1118397300,1544.675931930542
1118397600,1655.723608970642
1118397900,1467.156572341919
1118398200,1331.1112785339355
1118398500,1357.1644048690794
1118398800,1475.705960273743
1118399100,1675.800579071045
1118399400,2264.883723258972
1118399700,1622.5151319503784
1118400000,1506.3953714370728
1118400300,1661.3495292663574
1118400600,1454.1647491455078
1118400900,1520.3985805511477
1118401200,1668.8931159973145
1118401500,1649.3735609054563
1118401800,1637.564437866211
1118402100,1753.025279045105
1118402400,1794.976449966431
1118402700,1869.322956085205
1118403000,2000.072564125061
1118403300,2033.910222053528
1118403600,2149.711039543152
1118403900,2224.502679824829
1118404200,2213.9929733276367
1118404500,2409.1062221527104
1118404800,2473.658199310303
1118405100,2625.4452257156368
1118405400,2683.825187683105
1118405700,2853.720742225647
1118406000,3026.6446895599365
1118406300,3186.397772789001
1118406600,3249.544632911682
1118406900,3500.189287185669
1118407200,3753.449754714966
1118407500,4044.785387039185
1118407800,4133.15816783905
1118408100,4282.089005470276
1118408400,4656.422038078308
1118408700,4886.35709476471
1118409000,5053.4535903930655
1118409300,5109.579923629761
1118409600,5250.0203981399545
1118409900,5615.53284740448
1118410200,5619.579109191895
1118410500,5550.807011604309
1118410800,5927.4062967300415
1118411100,5983.468316078186
1118411400,6019.956745147705
1118411700,6079.233402252197
1118412000,6351.803601264954
1118412300,6333.7630796432495
1118412600,6303.624029159546
1118412900,6514.800872802734
1118413200,6356.330714225769
1118413500,6371.587064743042
1118413800,6829.471121788025
1118414100,6882.064116477966
1118414400,6988.887168884277
1118414700,6765.001449584961
1118415000,6843.314516067505
1118415300,6775.919096946716
1118415600,6732.887771606445
1118415900,6791.793403625488
1118416200,6689.806552886963
1118416500,6767.467993736267
1118416800,6810.553166389465
1118417100,6894.18853187561
1118417400,6859.948219299316
1118417700,6743.883605957031
1118418000,6860.817527770996
1118418300,7225.598558425903
1118418600,7065.7627964019775
1118418900,7322.942706108093
1118419200,7471.685614585876
1118419500,7029.494314193726
1118419800,6979.132243156433
1118420100,7123.711254119873
1118420400,7387.316666603088
1118420700,7521.014707565308
1118421000,7259.383264541626
1118421300,6806.621017456055
1118421600,6802.343079566956
1118421900,6860.563199043274
1118422200,6877.4322509765625
1118422500,6798.423413276672
1118422800,6742.228401184082
1118423100,6811.15207195282
1118423400,6879.121250152588
1118423700,6646.917174339294
1118424000,6794.549921035767
1118424300,6865.259958267212
1118424600,7016.274111747742
1118424900,6745.673787117004
1118425200,6926.914566040039
1118425500,6835.163657188416
1118425800,6953.348247528076
1118426100,6892.388891220093
1118426400,6769.431874275208
1118426700,6887.068690299988
1118427000,6721.073826789856
1118427300,6879.675114631653
1118427600,7197.597500801086
1118427900,6958.432918548584
1118428200,7243.122955322266
1118428500,7121.385368347168
1118428800,7315.348819732666
1118429100,7014.023518562317
1118429400,7094.976410865784
1118429700,6779.157212257385
1118430000,6887.891844749451
1118430300,6940.580257415772
1118430600,7025.588555335999
1118430900,6857.03816986084
1118431200,6658.132570266724
1118431500,6384.239617347717
1118431800,6234.026113510132
1118432100,6312.560711860657
1118432400,6328.032935142517
1118432700,6339.750141143799
1118433000,6449.600919723511
1118433300,6537.269724845886
1118433600,6625.78866481781
1118433900,6354.339810371399
1118434200,6234.442006111145
1118434500,6182.71586894989
1118434800,6172.981357574463
1118435100,5962.495494842529
1118435400,6105.41895866394
1118435700,5860.544726371765
1118436000,6143.019238471985
1118436300,6026.482357978821
1118436600,5891.891429901123
1118436900,5885.758561134338
1118437200,5626.1311378479
1118437500,5692.705107688904
1118437800,5748.902791023254
1118438100,5701.886050224304
1118438400,5608.292633056641
1118438700,5538.51321220398
1118439000,5373.6845722198495
1118439300,5373.686184883119
1118439600,5522.41780090332
1118439900,5389.632586479187
1118440200,5588.818030357361
1118440500,5409.610285758972
1118440800,5252.6663646698
1118441100,4700.148755073546
1118441400,4492.7600536346445
1118441700,4486.383794784546
1118442000,4489.37682247162
1118442300,4473.035497665405
1118442600,4301.074055671692
1118442900,4129.91828918457
1118443200,4123.314881324768
1118443500,3994.497395515442
1118443800,3943.4172353744502
1118444100,3781.761832237244
1118444400,3749.128752708435
1118444700,3666.823160171509
1118445000,3589.333863258362
1118445300,3596.392848968506
1118445600,3573.1680755615234
1118445900,3471.759377479553
1118446200,3458.14501953125
1118446500,3469.529405593872
1118446800,3484.231454849243
1118447100,3343.117666244507
1118447400,3567.760133743286
1118447700,3406.881601333618
1118448000,3148.0517177581787
1118448300,3375.6931772232056
1118448600,3243.270572662353
1118448900,3503.4659490585327
1118449200,3411.1528367996216
1118449500,3230.8404083251958
1118449800,3171.577419281006
1118450100,3203.8308897018437
1118450400,3189.65038394928
1118450700,3313.165152549744
1118451000,3263.403059959412
1118451300,3139.19331741333
1118451600,3198.9213790893555
1118451900,3190.745125770569
1118452200,3209.8886547088623
1118452500,3173.1836557388306
1118452800,3165.53809261322
1118453100,3117.300576210022
1118453400,3178.5504064559937
1118453700,3101.4747638702397
1118454000,3024.7908391952515
1118454300,3130.191958427429
1118454600,3167.0290994644165
1118454900,3097.474697113037
1118455200,3095.020329475403
1118455500,3092.626130104065
1118455800,3075.8092908859253
1118456100,3199.4647665023804
1118456400,3255.7435131073
1118456700,3039.231565475464
1118457000,3048.237370491028
1118457300,3010.8847618103027
1118457600,2936.553853034973
1118457900,2914.406205177307
1118458200,2949.318470954895
1118458500,2814.874007225037
1118458800,2716.3041877746577
1118459100,2701.5727434158325
1118459400,2669.852286338806
1118459700,2784.243664741516
1118460000,2678.0471076965327
1118460300,2579.041554450989
1118460600,2535.1730031967168
1118460900,2459.1595516204834
1118461200,2512.6433448791504
1118461500,2502.816261291504
1118461800,2408.970697402954
1118462100,2361.461000442505
1118462400,2279.8493213653564
1118462700,2369.6320333480835
1118463000,2570.83021068573
1118463300,2458.730809211731
1118463600,2397.522541999817
1118463900,2353.185571670532
1118464200,2241.54953956604
1118464500,2150.199062347412
1118464800,2174.7807598114014
1118465100,2121.17666721344
1118465400,2036.2971954345703
1118465700,1997.4595680236816
1118466000,1951.90570640564
1118466300,1944.2868223190308
1118466600,2031.8926610946653
1118466900,1933.7672958374023
1118467200,2029.2496967315676
1118467500,1966.3157787323
1118467800,1938.6448802948
1118468100,2031.6130590438845
1118468400,1969.786986351013
1118468700,2028.4210033416748
1118469000,1798.8285694122314
